Logradouro;Intervalo de Datas;Hora;Caminhao grande;Caminhao md/grd;Caminhao peq/md;Caminhao pequeno;Moto;Nao Reconhecido;Oibus grande;Oibus pequeno;Passeio grande;Passeio pequeno
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;04:30:00 - 04:44:59;0;1;0;0;1;0;3;0;0;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;04:45:00 - 04:59:59;0;0;1;0;3;1;5;0;3;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;05:00:00 - 05:14:59;1;0;0;0;1;1;5;0;1;16
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;05:15:00 - 05:29:59;1;1;0;0;6;3;9;0;2;13
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;05:30:00 - 05:44:59;1;0;0;0;7;11;10;0;1;33
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;05:45:00 - 05:59:59;1;1;0;0;11;9;12;0;4;34
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;06:00:00 - 06:14:59;1;0;1;0;9;16;15;0;9;65
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;06:15:00 - 06:29:59;0;1;1;0;12;16;18;0;7;98
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;06:30:00 - 06:44:59;0;1;3;0;12;14;12;0;0;203
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;06:45:00 - 06:59:59;1;1;1;0;6;7;7;0;6;181
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;07:00:00 - 07:14:59;0;0;2;0;10;0;10;0;1;155
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;07:15:00 - 07:29:59;1;1;2;0;11;4;10;0;0;187
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;07:30:00 - 07:44:59;2;2;1;0;9;1;10;0;3;165
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;07:45:00 - 07:59:59;0;2;6;0;9;2;8;0;0;161
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;08:00:00 - 08:14:59;0;2;4;0;7;3;8;0;4;167
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;08:15:00 - 08:29:59;1;2;3;0;13;16;12;0;9;125
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;08:30:00 - 08:44:59;0;0;0;0;19;11;6;0;8;143
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;08:45:00 - 08:59:59;0;3;1;0;15;16;9;0;9;132
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;09:00:00 - 09:14:59;0;2;0;0;18;14;4;0;12;139
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;09:15:00 - 09:29:59;0;2;1;0;11;8;10;0;10;138
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;09:30:00 - 09:44:59;0;1;4;0;14;10;7;0;11;133
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;09:45:00 - 09:59:59;0;0;2;0;15;12;6;0;10;120
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;10:00:00 - 10:14:59;0;3;3;0;6;18;12;0;6;100
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;10:15:00 - 10:29:59;0;2;1;0;14;18;4;0;11;94
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;10:30:00 - 10:44:59;1;0;0;0;19;13;6;0;11;126
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;10:45:00 - 10:59:59;0;0;1;0;16;15;12;0;9;99
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;11:00:00 - 11:14:59;2;2;1;0;8;10;9;0;8;111
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;11:15:00 - 11:29:59;0;1;3;0;9;8;8;0;11;102
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;11:30:00 - 11:44:59;0;4;2;0;15;9;12;0;6;106
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;11:45:00 - 11:59:59;0;1;2;0;11;16;8;0;13;163
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;12:00:00 - 12:14:59;0;0;0;0;9;13;9;0;16;133
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;12:15:00 - 12:29:59;1;2;1;0;16;14;2;0;9;124
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;12:30:00 - 12:44:59;0;3;1;0;15;10;6;0;10;134
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;12:45:00 - 12:59:59;0;2;1;0;19;12;11;0;7;121
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;13:00:00 - 13:14:59;0;1;5;0;17;11;9;0;7;120
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;13:15:00 - 13:29:59;0;0;4;0;18;11;9;0;5;126
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;13:30:00 - 13:44:59;0;2;2;0;12;14;15;0;8;133
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;13:45:00 - 13:59:59;0;1;3;0;17;12;7;0;9;141
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;14:00:00 - 14:14:59;2;1;2;0;12;17;8;0;6;145
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;14:15:00 - 14:29:59;0;0;3;0;8;18;9;0;7;123
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;14:30:00 - 14:44:59;0;3;1;0;12;18;11;0;6;123
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;14:45:00 - 14:59:59;1;0;3;0;14;17;9;0;7;125
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;15:00:00 - 15:14:59;0;2;3;0;23;16;7;0;11;99
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;15:15:00 - 15:29:59;2;2;1;0;13;13;8;0;7;112
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;15:30:00 - 15:44:59;0;2;1;0;11;22;8;0;5;114
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;15:45:00 - 15:59:59;1;1;2;0;18;17;9;0;3;129
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;16:00:00 - 16:14:59;0;0;2;0;9;14;10;0;4;145
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;16:15:00 - 16:29:59;0;2;1;0;5;10;8;0;6;172
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;16:30:00 - 16:44:59;0;1;3;0;18;24;6;0;8;164
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;16:45:00 - 16:59:59;0;0;5;0;31;25;10;0;6;136
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;17:00:00 - 17:14:59;0;1;2;0;16;17;15;0;5;108
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;17:15:00 - 17:29:59;0;0;2;0;18;21;9;0;6;135
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;17:30:00 - 17:44:59;0;1;3;0;16;19;10;0;10;147
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;17:45:00 - 17:59:59;0;4;0;0;19;17;14;0;8;102
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;18:00:00 - 18:14:59;0;1;3;0;23;14;6;0;8;143
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;18:15:00 - 18:29:59;0;1;1;0;13;14;11;0;6;129
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;18:30:00 - 18:44:59;0;2;0;0;20;17;10;0;4;120
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;18:45:00 - 18:59:59;0;0;1;0;17;9;17;0;9;108
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;19:00:00 - 19:14:59;0;1;2;0;12;17;7;0;11;118
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;19:15:00 - 19:29:59;0;0;0;0;14;15;3;0;4;116
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;19:30:00 - 19:44:59;0;0;1;0;8;12;15;0;5;74
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;19:45:00 - 19:59:59;0;1;0;0;9;8;3;0;3;78
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;20:00:00 - 20:14:59;0;1;0;0;10;12;10;0;8;68
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;20:15:00 - 20:29:59;0;0;0;0;8;7;3;0;4;85
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;20:30:00 - 20:44:59;0;0;0;0;9;11;7;0;5;69
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;20:45:00 - 20:59:59;0;1;0;0;10;12;6;0;2;82
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;21:00:00 - 21:14:59;0;0;0;0;12;7;4;0;5;63
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;21:15:00 - 21:29:59;0;0;0;0;9;6;8;0;0;62
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;21:30:00 - 21:44:59;2;0;0;0;9;6;8;0;4;56
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;21:45:00 - 21:59:59;0;0;2;0;5;9;3;0;5;74
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;22:00:00 - 22:14:59;1;0;1;0;7;14;4;0;0;55
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;22:15:00 - 22:29:59;0;0;1;0;7;12;8;0;1;52
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;22:30:00 - 22:44:59;0;0;0;0;5;5;6;0;1;43
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;22:45:00 - 22:59:59;0;0;1;0;4;0;4;0;1;30
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;23:00:00 - 23:14:59;0;2;0;0;2;0;1;0;2;20
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;23:15:00 - 23:29:59;0;2;0;0;5;3;3;0;2;28
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;23:30:00 - 23:44:59;1;0;0;0;9;5;1;0;3;24
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;23:45:00 - 23:59:59;1;0;0;0;2;4;1;0;1;17
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;00:00:00 - 00:14:59;0;0;0;0;3;4;0;0;2;17
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;00:15:00 - 00:29:59;0;1;0;0;1;4;0;0;0;18
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;00:30:00 - 00:44:59;1;1;0;0;2;0;0;0;0;16
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;00:45:00 - 00:59:59;0;0;0;0;1;0;0;0;2;4
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;01:00:00 - 01:14:59;0;0;0;0;2;0;1;0;2;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;01:15:00 - 01:29:59;0;0;0;0;1;0;1;0;2;11
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;01:30:00 - 01:44:59;2;0;0;0;1;0;3;0;0;15
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;01:45:00 - 01:59:59;0;0;0;0;2;2;6;0;2;11
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;02:00:00 - 02:14:59;1;1;0;0;2;5;6;0;1;23
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;02:15:00 - 02:29:59;1;0;1;0;2;3;8;0;1;18
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;02:30:00 - 02:44:59;2;2;0;0;3;7;9;0;4;32
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;02:45:00 - 02:59:59;0;4;0;0;5;8;9;0;2;59
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;03:00:00 - 03:14:59;1;1;2;0;10;9;16;0;5;71
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;03:15:00 - 03:29:59;1;2;0;0;5;15;16;0;6;88
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;03:30:00 - 03:44:59;2;4;0;0;7;7;14;0;3;189
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;03:45:00 - 03:59:59;0;2;3;0;5;4;9;0;4;204
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;04:00:00 - 04:14:59;0;1;3;0;6;5;14;0;2;170
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;04:15:00 - 04:29:59;0;2;2;0;8;5;11;0;5;152
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;04:30:00 - 04:44:59;0;0;2;0;5;10;7;0;5;188
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;04:45:00 - 04:59:59;1;0;2;0;7;0;4;0;2;127
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;05:00:00 - 05:14:59;1;4;2;0;5;2;5;0;1;111
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;05:15:00 - 05:29:59;0;4;3;0;6;2;8;0;3;170
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;05:30:00 - 05:44:59;1;0;2;0;8;2;8;0;3;154
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;05:45:00 - 05:59:59;1;4;4;0;7;5;10;0;5;173
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;06:00:00 - 06:14:59;1;0;5;0;10;6;13;0;4;149
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;06:15:00 - 06:29:59;0;0;1;0;7;11;6;0;6;145
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;06:30:00 - 06:44:59;0;0;1;0;4;3;4;0;11;124
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;06:45:00 - 06:59:59;2;2;1;0;3;10;3;0;7;112
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;07:00:00 - 07:14:59;1;2;1;0;9;18;7;0;10;133
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;07:15:00 - 07:29:59;0;1;4;0;8;11;7;0;13;135
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;07:30:00 - 07:44:59;1;1;3;0;13;14;10;0;2;139
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;07:45:00 - 07:59:59;0;0;1;0;10;21;12;0;13;102
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;08:00:00 - 08:14:59;0;1;1;0;10;8;6;0;5;102
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;08:15:00 - 08:29:59;1;0;2;0;6;13;8;0;6;120
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;08:30:00 - 08:44:59;0;3;1;0;5;16;10;0;9;129
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;08:45:00 - 08:59:59;0;3;0;0;9;11;9;0;5;131
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;09:00:00 - 09:14:59;2;0;1;0;9;18;8;0;7;143
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;09:15:00 - 09:29:59;0;3;0;0;2;16;6;0;9;166
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;09:30:00 - 09:44:59;0;1;2;0;12;11;7;0;12;155
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;09:45:00 - 09:59:59;0;1;4;0;6;9;10;0;5;138
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;10:00:00 - 10:14:59;1;0;1;0;7;11;10;0;13;114
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;10:15:00 - 10:29:59;0;2;1;0;10;8;9;0;13;143
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;10:30:00 - 10:44:59;3;1;0;0;7;10;7;0;17;136
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;10:45:00 - 10:59:59;2;4;1;0;9;10;5;0;5;126
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;11:00:00 - 11:14:59;1;0;2;0;7;12;12;0;5;130
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;11:15:00 - 11:29:59;2;0;4;0;11;15;7;0;8;120
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;11:30:00 - 11:44:59;0;1;3;0;11;14;9;0;7;118
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;11:45:00 - 11:59:59;1;2;1;0;6;10;11;0;10;109
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;12:00:00 - 12:14:59;1;1;2;0;11;14;8;0;7;129
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;12:15:00 - 12:29:59;1;2;0;0;8;19;4;0;4;116
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;12:30:00 - 12:44:59;1;0;1;0;11;14;9;0;7;108
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;12:45:00 - 12:59:59;0;0;1;0;12;19;7;0;4;97
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;13:00:00 - 13:14:59;0;3;1;0;8;13;13;0;7;98
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;13:15:00 - 13:29:59;0;3;3;0;13;16;7;0;6;93
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;13:30:00 - 13:44:59;0;0;0;0;12;10;8;0;10;139
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;13:45:00 - 13:59:59;1;3;3;0;16;25;7;0;7;115
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;14:00:00 - 14:14:59;0;2;2;0;11;18;6;0;13;133
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;14:15:00 - 14:29:59;1;3;4;0;9;9;13;0;7;123
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;14:30:00 - 14:44:59;0;3;1;0;10;10;15;0;8;152
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;14:45:00 - 14:59:59;1;3;2;0;9;16;12;0;6;147
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;15:00:00 - 15:14:59;0;2;2;0;8;15;6;0;6;152
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;15:15:00 - 15:29:59;0;1;2;0;16;15;8;0;4;138
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;15:30:00 - 15:44:59;0;0;2;0;13;13;9;0;4;120
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;15:45:00 - 15:59:59;0;3;0;0;7;9;7;0;8;129
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;16:00:00 - 16:14:59;0;0;0;0;10;10;11;0;10;113
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;16:15:00 - 16:29:59;0;0;2;0;2;14;9;0;7;116
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;16:30:00 - 16:44:59;1;0;1;0;9;17;7;0;4;111
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;16:45:00 - 16:59:59;0;0;0;0;1;9;3;0;4;136
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;17:00:00 - 17:14:59;3;1;1;0;12;7;2;0;4;89
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;17:15:00 - 17:29:59;0;0;0;0;7;10;4;0;4;123
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;17:30:00 - 17:44:59;0;1;0;0;6;6;9;0;1;120
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;17:45:00 - 17:59:59;0;0;0;0;8;10;6;0;4;118
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;18:00:00 - 18:14:59;0;1;0;0;10;10;2;0;3;129
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;18:15:00 - 18:29:59;2;0;1;0;11;6;6;0;2;101
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;18:30:00 - 18:44:59;0;0;1;0;6;10;3;0;3;111
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;18:45:00 - 18:59:59;1;0;1;0;10;9;3;0;4;87
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;19:00:00 - 19:14:59;0;0;1;0;3;9;5;0;3;92
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;19:15:00 - 19:29:59;0;0;1;0;4;7;9;0;1;102
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;19:30:00 - 19:44:59;0;0;0;0;6;2;2;0;1;94
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;19:45:00 - 19:59:59;0;0;0;0;3;7;4;0;1;62
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;20:00:00 - 20:14:59;0;0;1;0;5;5;2;0;1;56
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;20:15:00 - 20:29:59;0;0;0;0;3;3;2;0;2;63
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;20:30:00 - 20:44:59;0;1;0;0;2;5;3;0;2;41
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;20:45:00 - 20:59:59;0;0;0;0;1;3;1;0;2;42
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;21:00:00 - 21:14:59;0;1;0;0;3;6;1;0;1;38
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;21:15:00 - 21:29:59;0;0;0;0;5;2;0;0;0;42
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;21:30:00 - 21:44:59;1;2;0;0;3;2;1;0;0;32
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;21:45:00 - 21:59:59;0;0;0;0;2;4;0;0;1;23
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;22:00:00 - 22:14:59;0;0;0;0;2;4;0;0;5;27
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;22:15:00 - 22:29:59;0;0;1;0;1;3;0;0;2;20
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;22:30:00 - 22:44:59;0;2;2;0;1;5;2;0;1;17
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;22:45:00 - 22:59:59;0;1;0;0;0;4;0;0;3;17
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;23:00:00 - 23:14:59;1;0;0;0;1;0;0;0;1;14
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;23:15:00 - 23:29:59;0;0;0;0;3;0;0;0;0;10
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;23:30:00 - 23:44:59;0;0;0;0;1;1;1;0;0;12
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;12/6/2015;23:45:00 - 23:59:59;0;1;0;0;1;0;0;0;0;12
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;13/6/2015;00:00:00 - 00:14:59;0;0;0;0;1;1;0;0;0;9
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;13/6/2015;00:15:00 - 00:29:59;0;0;0;0;3;2;0;0;3;9
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;13/6/2015;00:30:00 - 00:44:59;0;0;0;0;1;0;2;0;2;10
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;13/6/2015;00:45:00 - 00:59:59;1;0;0;0;4;0;1;0;0;9
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;13/6/2015;01:00:00 - 01:14:59;0;0;0;0;0;0;0;0;1;13
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;13/6/2015;01:15:00 - 01:29:59;0;1;0;0;0;0;0;0;1;12
